Milieux	Id_Sites	Année	Date	Taxonomie	Niveau taxonomique	Taxon	Stade de vie	Taxon_stdVie	Occurrence	Modalité "écrevisses"	Technique d'échantillonnage	Nb_sessions d'échantillonnage	Effort d'échantillonnage/session	Qualité de l'échantillonnage	Cadre du monitoring	Objectif du monitoring	Propriété des données
Mare	77	2011	mars-mai	Trichoptère	Ordre	Trichoptera	Larve	Trichoptera_L	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	79	2011	mars-mai	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	79	2011	mars-mai	Mollusque	Classe	Physe		Physe	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	79	2011	mars-mai	Poisson	Espèce	Rotengle		Rotengle	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	79	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Absence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	79bis	2011-2012	mai	Poisson	Espèce	Carpe		Carpe	1	Présence	Piège à écrevisses	2	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	80	2011	mars-mai	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	80	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	80	2011	mars-mai	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	80	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	81	2011	mars-mai	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	81	2011	mars-mai	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	81	2011	mars-mai	Coléoptère aquatique	Genre	Cybister spp.		Cybister spp.	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	81	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	81	2011	mars-mai	Coléoptère aquatique	Genre	Hydrochara spp.		Hydrochara spp.	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	81	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	81	2011	mars-mai	Amphibien	Espèce	Salamandre tachetée	Larve	Salamandre tachetée_L	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	81	2011	mars-mai	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	81	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	82	2011	mars-mai	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	82	2011	mars-mai	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	82	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	82	2011	mars-mai	Amphibien	Espèce	Salamandre tachetée	Larve	Salamandre tachetée_L	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	82	2011	mars-mai	Hétéroptère	Espèce	Notonecta glauca		Notonecta glauca	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	82	2011	mars-mai	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	82	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	83	2011	mars-mai	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	83	2011	mars-mai	Coléoptère aquatique	Genre	Hydrochara spp.		Hydrochara spp.	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	83	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	83	2011	mars-mai	Amphibien	Espèce	Triton palmé	Larve	Triton palmé_L	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	83	2011	mars-mai	Hétéroptère	Espèce	Notonecta glauca		Notonecta glauca	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	83	2011	mars-mai	Odonate	Famille	Aeshnidae	Larve	Aeschnidae_L	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	83	2011	mars-mai	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	83	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Absence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	84	2011	mars-mai	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Présence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	84	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Présence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	84	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Présence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	84	2011	mars-mai	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	84	2011	mars-mai	Mollusque	Classe	Physe		Physe	1	Présence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	84	2011	mars-mai	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Présence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	84	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Présence	Piège à écrevisses	2	2	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85	2011	mars-mai-juillet	Poisson	Espèce	Brème spp.		Brème spp.	1	Absence	Piège à écrevisses	3	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85	2011	mars-mai-juillet	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Absence	Piège à écrevisses	3	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85	2011	mars-mai-juillet	Coléoptère aquatique	Genre	Cybister spp.		Cybister spp.	1	Absence	Piège à écrevisses	3	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85	2011	mars-mai-juillet	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Absence	Piège à écrevisses	3	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85	2011	mars-mai-juillet	Poisson	Espèce	Gardon		Gardon	1	Absence	Piège à écrevisses	3	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85	2011	mars-mai-juillet	Hétéroptère	Famille	Nepidae		Nepidae	1	Absence	Piège à écrevisses	3	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85	2011	mars-mai-juillet	Poisson	Espèce	Rotengle		Rotengle	1	Absence	Piège à écrevisses	3	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85	2011	mars-mai-juillet	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Absence	Piège à écrevisses	3	8	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Hétéroptère	Famille	Corixidae		Corixidae	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Coléoptère aquatique	Genre	Hydrochara spp.		Hydrochara spp.	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Coléoptère aquatique	Espèce	Hygrobia hermanni	Adulte	Hygrobiidae_Ad	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Odonate	Famille	Libellulidae	Larve	Libellulidae_L	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Hétéroptère	Espèce	Ranatre		Ranatre	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Amphibien	Espèce	Triton marbré	Adulte	Triton marbré_Ad	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	85bis	2011	mars	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Absence	Piège à écrevisses	1	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	86	2011	mars-mai	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	86	2011	mars-mai	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	86	2011	mars-mai	Coléoptère aquatique	Genre	Cybister spp.		Cybister spp.	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	86	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	86	2011	mars-mai	Hétéroptère	Famille	Nepidae		Nepidae	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	86	2011	mars-mai	Hétéroptère	Espèce	Notonecta glauca		Notonecta glauca	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	86	2011	mars-mai	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	86	2011	mars-mai	Amphibien	Espèce	Pélodyte ponctué	Adulte	Pélodyte ponctué_Ad	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	86	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Présence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Coléoptère aquatique	Genre	Colymbetes spp.		Colymbetes spp.	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Coléoptère aquatique	Genre	Cybister spp.		Cybister spp.	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Adulte	Dytiscus spp._Ad	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Amphibien	Espèce	Grenouille agile	Adulte	Grenouille agile_Ad	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Coléoptère aquatique	Famille	Hydrophilidae		Hydrophilidae	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Coléoptère aquatique	Genre	Dytiscus spp.	Larve	Dytiscus spp._L	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Amphibien	Espèce	Salamandre tachetée	Larve	Salamandre tachetée_L	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Odonate	Famille	Libellulidae	Larve	Libellulidae_L	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Mollusque	Classe	Physe		Physe	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Amphibien	Espèce	Grenouille agile	Larve	Grenouille agile_L	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Amphibien	Espèce	Triton marbré	Adulte	Triton marbré_Ad	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Amphibien	Espèce	Triton palmé	Adulte	Triton palmé_Ad	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Amphibien	Espèce	Rainette verte	Larve	Rainette verte_L	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	87	2011	mars-mai	Odonate	Sous-Ordre	Zygoptère	Larve	Zygoptère_L	1	Absence	Piège à écrevisses	2	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	88	2011	mars-mai	Hétéroptère	Espèce	Notonecta glauca		Notonecta glauca	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	88	2011	mars-mai	Odonate	Famille	Aeshnidae	Larve	Aeschnidae_L	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	88	2011	mars-mai	Malacostracé	Espèce	Ecrevisse de Louisiane		Ecrevisse de Louisiane	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	88	2011	mars-mai	Trichoptère	Ordre	Trichoptera	Larve	Trichoptera_L	1	Présence	Piège à écrevisses	2	6	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
Mare	89	2011-2012	mars-mais-juillet	Coléoptère aquatique	Genre	Acilius spp.		Acilius spp.	1	Présence	Piège à écrevisses	4	4	Pas adapté pour un échantillonnage exhaustif	Doctorat Anne TREGUIER	Patron de distribution de l'Ecrevisse de Louisiane	Anne TREGUIER & JMarc PAILLISSON
